3.699386005552200984e-01,1.368545681807546988e-01,5.062778743237734275e-02,1.872917283194083446e-02,6.928643987005041020e-03,2.563172860297985474e-03,9.482165809197573830e-04,3.507819149687106479e-04,1.297677707236050333e-04,4.800610749866111014e-05
2.059623796591116829e-01,4.242050183484406128e-02,8.737027504238195977e-03,1.799498975920008504e-03,3.706290912746194595e-04,7.633564960981473180e-05,1.572227204646158027e-05,3.238196564337158925e-06,6.669466701948409942e-07,1.373659232990501958e-07
5.058766662346397824e-01,2.559112014406731417e-01,1.294595054369090670e-01,6.549054302280878093e-02,3.313013757427475670e-02,1.675976354796909068e-02,8.478373310527441420e-03,4.289011225422368831e-03,2.169710700159614789e-03,1.097606015690372064e-03
9.162444594049431457e-01,8.395039093902565419e-01,7.691908056276119954e-01,7.047668138815239569e-01,6.457386883914211229e-01,5.916544954620547303e-01,5.421001533491347502e-01,4.966962619487146902e-01,4.550951980176561329e-01,4.169784536854728718e-01
3.049553958050562619e-01,9.299779343061852221e-02,2.836017890463113367e-02,8.648589582963994715e-03,2.637434059428271464e-03,8.042997475026848232e-04,2.452755478455880532e-04,7.479810177455331447e-05,2.281008473212578909e-05,6.956058417832290783e-06
8.614625581467599824e-01,7.421177390887597758e-01,6.393066459614927810e-01,5.507387386702126131e-01,4.744408026853612625e-01,4.087129875705335369e-01,3.520909358203166972e-01,3.033131582720567376e-01,2.612929292446191099e-01,2.250940752527298971e-01
7.828116205794601878e-01,6.127940333142407603e-01,4.797022903001444960e-01,3.755165272655348052e-01,2.939587012631043605e-01,2.301142873192041083e-01,1.801361381748337043e-01,1.410126622495671278e-01,1.103863506578077192e-01,8.641171804829102243e-02
6.113551857304350134e-01,3.737551631194946933e-01,2.284971571666277179e-01,1.396929219584800708e-01,8.540199224915374920e-02,5.221095083323056690e-02,3.191943554381228287e-02,1.951411244529800693e-02,1.193005383835975611e-02,7.293500280124517836e-03
2.730605942306444378e-01,7.456208812159265120e-02,2.035996808955976498e-02,5.559504985052148192e-03,1.518081734846569563e-03,4.145283006078918767e-04,1.131913440894101572e-04,3.090809567881968093e-05,8.439782972596116087e-06,2.304572153674770186e-06
9.241849683572762597e-01,8.541178557375397329e-01,7.893628834781828418e-01,7.295173114896926769e-01,6.742089334351869523e-01,6.230937618129911426e-01,5.758538885447554989e-01,5.321955077631493891e-01,4.918470885019707306e-01,4.545576859238122935e-01
3.738730271400402261e-01,1.397810404228572445e-01,5.226036071967796875e-02,1.953873926169645558e-02,7.305007594270407703e-03,2.731145302550860160e-03,1.021101561823991146e-03,3.817623319365584891e-04,1.427306386891619800e-04,5.336313595234833454e-05
5.199534071322515771e-01,2.703515455884369922e-01,1.405702072521780310e-01,7.308995820205671512e-02,3.800337279431324072e-02,1.975998316692028842e-02,1.027427057251614241e-02,5.342141989978396906e-03,2.777664929073534253e-03,1.444256343743548048e-03
4.345202668173984151e-01,1.888078622750631042e-01,8.204084269298303478e-02,3.564840885687919902e-02,1.548995612810685936e-02,6.730699869774787493e-03,2.924625503282369480e-03,1.270809054027223365e-03,5.521922892298748199e-04,2.399387408506752192e-04
1.928626522309290214e-01,3.719600262554827175e-02,7.173719718751838705e-03,1.383542611319793806e-03,2.668336974936408182e-04,5.146225460320896132e-05,9.925146912558216716e-06,1.914190157337594302e-06,3.691757906184677263e-07,7.120022211812781065e-08
9.797283162404422097e-01,9.598675736433319727e-01,9.404094417393802363e-01,9.213457589319372643e-01,9.026685290736592426e-01,8.843699181125728170e-01,8.664422508061287997e-01,8.488780075018674820e-01,8.316698209833460753e-01,8.148104733800036747e-01
8.469304480711978833e-01,7.172911838700800624e-01,6.074957437526068427e-01,5.145066424577409148e-01,4.357513412323421598e-01,3.690510786775329510e-01,3.125605954255218921e-01,2.647170851331376862e-01,2.241969595239097224e-01,1.898792313857850800e-01
7.377573640534853538e-01,5.442859282151468747e-01,4.015509516914113619e-01,2.962471716530240551e-01,2.185585324670354379e-01,1.612431668042781652e-01,1.189583337131607105e-01,8.776238671241630429e-02,6.474734708399487726e-02,4.776783211414418334e-02
3.029835814762271706e-02,9.179905064416158961e-04,2.781360514028563855e-05,8.427065699169344487e-07,2.553262546869794290e-08,7.735966308997236051e-10,2.343870778479412534e-11,7.101543629811650172e-13,2.151651122970020250e-14,6.519149633248028582e-16
1.828724149779178410e-01,3.344232015985579287e-02,6.115677850097535687e-03,1.118388777674297029e-03,2.045224566575003385e-04,3.740151556617361892e-05,6.839705475420354906e-06,1.250793458027808028e-06,2.287356203081261700e-07,4.182943527721910017e-08
4.663758482049947807e-01,2.175064317889283394e-01,1.014397466156032879e-01,4.730904786955173608e-02,2.206379732793289222e-02,1.029002219343779986e-02,4.799017828512774919e-03,2.238146010323537483e-03,1.043817243971264684e-03,4.868111525280985753e-04
8.900002984957078311e-03,7.921005313224491000e-05,7.049697093155884310e-07,6.274232517213060404e-09,5.584068813151100372e-11,4.969822910525052354e-13,4.423143873838103750e-15,3.936599368005374298e-17,3.503574612582797457e-19,3.118182451000673966e-21
3.225712532499673824e-01,1.040522134232545887e-01,3.356425288737231033e-02,1.082686311827852320e-02,3.492434804828953038e-03,1.126559071887480628e-03,3.633955716788647011e-04,1.172209649819397521e-04,3.781211358139484194e-05,1.219710086598064788e-05
5.146316440227927114e-01,2.648457290296024613e-01,1.362979929429193882e-01,7.014326018522160089e-02,3.609794130623909109e-02,1.857714288026809935e-02,9.560385581718691683e-03,4.920076949411694017e-03,2.532027289194386816e-03,1.303061366548682355e-03
8.823079798919972738e-01,7.784673713810971174e-01,6.868479738550890001e-01,6.060114483049948708e-01,5.346887367454036255e-01,4.717601391888409657e-01,4.162377354012737340e-01,3.672498754767175022e-01,3.240274957474501560e-01,2.858920452023955283e-01
5.493195824403261929e-01,3.017520036524143356e-01,1.657582846468760307e-01,9.105427170824666183e-02,5.001789451418206522e-02,2.747580892907477632e-02,1.509299988812954144e-02,8.290880396319208825e-03,4.554342957368754004e-03,2.501789771631844281e-03
8.954472864634244189e-02,8.018258428347101174e-03,7.179927751825893219e-04,6.429246822375931194e-05,5.757051621100121897e-06,5.155136252143962772e-07,4.616152768331539318e-08,4.133521470303101459e-09,3.701350584121216515e-10,3.314364336801154708e-11
4.215145465391064716e-01,1.776745129440685522e-01,7.489239175517566072e-02,3.156823254991198563e-02,1.330646922831721021e-02,5.608870342810703610e-03,2.364220439146496287e-03,9.965533063253225951e-04,4.200617150177655924e-04,1.770621233241528305e-04
8.464209483307659765e-01,7.164284217731532456e-01,6.064000241683463743e-01,5.132696835243710787e-01,4.344422122781303464e-01,3.677209893113709827e-01,3.112467484940580897e-01,2.634457680252080825e-01,2.229860168056236047e-01,1.887400358091160524e-01
4.841859501082383943e-01,2.344360342822175147e-01,1.135106339985430396e-01,5.496025416997307039e-02,2.661098288347868088e-02,1.288466403075119379e-02,6.238573295554711642e-03,3.020629538428042105e-03,1.462546382988791187e-03,7.081444100247953274e-04
2.756206684563010656e-01,7.596675288029823558e-02,2.093800720932243245e-02,5.770947543176300175e-03,1.590592419476500241e-03,4.384001458976381858e-04,1.208321412636469502e-04,3.330383554609257004e-05,9.179225415372755170e-06,2.529984244896106585e-06
8.764902112138011070e-01,7.682350903536137032e-01,6.733505366058923913e-01,5.901851540506249938e-01,5.172915103290820493e-01,4.534009451474432795e-01,3.974014901768195829e-01,3.483185160617599530e-01,3.052977697126497136e-01,2.675905066585427816e-01
6.885909155976457363e-01,4.741574490436040734e-01,3.265005119743794038e-01,2.248252864835380005e-01,1.548126498692024289e-01,1.066025843195318595e-01,7.340557114166167130e-02,5.054640944240493261e-02,3.480579835811909578e-02,2.396695655952426479e-02
2.026491642984369346e-01,4.106668379085488818e-02,8.322129150724909274e-03,1.686472517578063582e-03,3.417622462994755641e-04,6.925783360134529104e-05,1.403504210043282888e-05,2.844189552546091481e-06,5.763726359298107723e-07,1.168014329956634003e-07
6.991923381089685252e-01,4.888699256702861429e-01,3.418141063605650287e-01,2.389938042248711259e-01,1.671026367695447046e-01,1.168368833070716623e-01,8.169145361683614881e-02,5.711803845787602474e-02,3.993649485756031736e-02,2.792329121533439901e-02
9.137427178492488755e-01,8.349257544225320293e-01,7.629073280483789077e-01,6.971010153980342627e-01,6.369709764252708961e-01,5.820275911899168708e-01,5.318234730371261820e-01,4.859498256689704365e-01,4.440331144451337142e-01,4.057320248081630609e-01
1.685184652283613360e-01,2.839847312292242965e-02,4.785667105503757165e-03,8.064732757133475944e-04,1.359056386709024265e-04,2.290260964470071113e-05,3.859512627049229788e-06,6.503991444398171122e-07,1.096042656068372882e-07,1.847034262254588886e-08
8.885619509016178252e-01,7.895423405900890979e-01,7.015572824741591607e-01,6.233771075844762866e-01,5.539091788626698820e-01,4.921826205925271536e-01,4.373347495535667151e-01,3.885990182603876741e-01,3.452943017839034678e-01,3.068153784283172425e-01
