1.000000000000000000e+00,5.045258744954247421e-01,2.545463580353730659e-01,1.284252238874220853e-01,6.479384838907234490e-02,3.269017302042068890e-02,1.649303813053448753e-02,8.321164485894297705e-03,4.198242789066092447e-03,2.118122114497681362e-03,1.068647412105040891e-03
1.000000000000000000e+00,3.127222005015288797e-01,9.779517468651842405e-02,3.058272222639945789e-02,9.563896191966654928e-03,2.990842662520004636e-03,9.353028987771073695e-04,2.924899806410357662e-04,9.146811037071428960e-05,2.860410875084648581e-05,8.945139831949752086e-06
1.000000000000000000e+00,9.380596689089235607e-01,8.799559424335192670e-01,8.254511800136269395e-01,7.743224606240630692e-01,7.263606710417516155e-01,6.813696505858890529e-01,6.391653888331880751e-01,5.995752730269038322e-01,5.624373821015947739e-01,5.275998244362237743e-01
1.000000000000000000e+00,1.155599336107181463e-01,1.335409825611358521e-02,1.543198707907493007e-03,1.783319402339358993e-04,2.060802717410419054e-05,2.381462252087355627e-06,2.752016197476461503e-07,3.180228090760009017e-08,3.675069470351675552e-09,4.246907840086166850e-10
1.000000000000000000e+00,1.464442336699960379e-01,2.144591357519240113e-02,3.140630378872015949e-03,4.599272090746217134e-04,6.735368767691303038e-05,9.863559176693784388e-06,1.444461364889578277e-06,2.115330376471708060e-07,3.097779359412635085e-08,4.536519243679145810e-09
1.000000000000000000e+00,9.379811431908040564e-01,8.798086249815276760e-01,8.252438998493026867e-01,7.740632165918863716e-01,7.260567008008085299e-01,6.810274942384859642e-01,6.387909475901838441e-01,5.991738632805776454e-01,5.620137852499667019e-01,5.271583327777548122e-01
1.000000000000000000e+00,9.968705011148699668e-01,9.937507959930119705e-01,9.906408539848547967e-01,9.875406445367448383e-01,9.844501371906465570e-01,9.813693015838422795e-01,9.782981074486348794e-01,9.752365246120494602e-01,9.721845229955380363e-01,9.691420726146827702e-01
1.000000000000000000e+00,3.767265329158553389e-01,1.419228806028010326e-01,5.346611475092413052e-02,2.014210403859691828e-02,7.588065020091064837e-03,2.858625426558986972e-03,1.076920045852675263e-03,4.057043551016622715e-04,1.528395950863122498e-04,5.757873074912961327e-05
1.000000000000000000e+00,5.511069848404623883e-01,3.037189087399456144e-01,1.673816120347070002e-01,9.224517552618342886e-02,5.083696055031416278e-02,2.801660404733717288e-02,1.544014618199708415e-02,8.509172407856389897e-03,4.689464349181392093e-03,2.584396557994198679e-03
1.000000000000000000e+00,6.452485578445636971e-01,4.163457014004892653e-01,2.686464633934490531e-01,1.733437430746653796e-01,1.118498002303063982e-01,7.217092229380775437e-02,4.656818352839152408e-02,3.004805326313559830e-02,1.938846303407487995e-02,1.251037781155945119e-02
1.000000000000000000e+00,5.349610588710800307e-01,2.861833345084671687e-01,1.530969396599060894e-01,8.190090095038521367e-02,4.381379269491351286e-02,2.343867293322892537e-02,1.253877729089306926e-02,6.707757576484808630e-03,3.588389095766822846e-03,1.919648430312856889e-03
1.000000000000000000e+00,9.318776262694696833e-01,8.683959103416214464e-01,8.092387195912653652e-01,7.541114570980533838e-01,7.027395945831450552e-01,6.548673052857106880e-01,6.102561899711321791e-01,5.686840897265491579e-01,5.299439796315907891e-01,4.938429377948830301e-01
1.000000000000000000e+00,8.175552089965762992e-01,6.683965197574355255e-01,5.464510564028745021e-01,4.467539076238519202e-01,3.652459843174554188e-01,2.986087570438175076e-01,2.441291447731660791e-01,1.995890539771812411e-01,1.631750707377433440e-01,1.334046290600268969e-01
1.000000000000000000e+00,9.376511348207290375e-01,8.791896506306009496e-01,8.243731736364232621e-01,7.729744417759581987e-01,7.247803625186467480e-01,6.795911294113885504e-01,6.372193937066893410e-01,5.974894876388542331e-01,5.602366961280276225e-01,5.253065738926609995e-01
1.000000000000000000e+00,4.619670122481269736e-01,2.134135204054611046e-01,9.859000639506554364e-02,4.554533069185216082e-02,2.104044034156786133e-02,9.719989360979064408e-03,4.490314444175079120e-03,2.074377147830170492e-03,9.582938132588950499e-04,4.427001297670762349e-04
1.000000000000000000e+00,6.447576978341895693e-01,4.157124889164440784e-01,2.680338273146875561e-01,1.728168734411046625e-01,1.114250094667891405e-01,7.184213258495975030e-02,4.632076801297725643e-02,2.986567174595878421e-02,1.925612175919598837e-02,1.241553273467404898e-02
1.000000000000000000e+00,9.215801033564180456e-01,8.493098869024261477e-01,7.827070933531656838e-01,7.213272839902119538e-01,6.647608729335038324e-01,6.126303939853611213e-01,5.645879818083122670e-01,5.203130506286958168e-01,4.795101549760866777e-01,4.419070181833140154e-01
1.000000000000000000e+00,4.242424529870268968e-01,1.799816589164497382e-01,7.635586047138903654e-02,3.239339754631724577e-02,1.374265443563356739e-02,5.830217428326229905e-03,2.473425743240835646e-03,1.049332204593752356e-03,4.451712684751382362e-04,1.888605509372389497e-04
